,arrival_time,interarrival_time,departure_time,delay_wgt,sens_type,servetime_fast,servetime_slow,L_fast,L_slow,charger_choice,est_cost_fast,est_cost_slow,p_fast,p_slow,true_cost,true_total_wait,true_queue_wait,true_servetime
0,9.385361799537183,9.385361799537183,11.709637863876452,1.986502775262066,price,2.32427606433927,6.97282819301781,0,0,fast,5.7793188844547885,13.851542556855458,0.5,0,5.779318884454787,2.3242760643392693,-8.881784197001252e-16,2.32427606433927
1,69.5877904178876,60.202428618350424,199.6121806055072,8.9422890710441,delay,130.0243901876196,390.07317056285876,0,0,fast,1227.727878437734,3488.147050031773,0.5,0,1227.727878437734,130.0243901876196,0.0,130.0243901876196
2,95.9227042887966,26.334913870908988,140.30721757604192,10.822544912103188,delay,44.38451328724534,133.15353986173602,1,0,fast,502.5456450966761,1441.0601653591602,0.5,0,502.5456450966759,44.384513287245326,-1.4210854715202004e-14,44.38451328724534
3,114.18155536431566,18.258851075519065,134.1201050098454,8.779156350028977,delay,6.6461832151765785,19.938549645529736,2,0,slow,193.3583184349964,175.0436447309204,0.5,0,175.04364473092036,19.938549645529733,-3.552713678800501e-15,19.938549645529736
4,117.57405277356258,3.3924974092469258,118.07242060739678,10.208863595004756,delay,0.16612261127806424,0.49836783383419275,2,1,slow,154.91193830929413,5.08776923575127,0.5,0,5.0877692357512885,0.4983678338341946,1.8318679906315083e-15,0.49836783383419275
5,120.9659786118547,3.391925838292104,273.056688585606,0.04032987612022443,price,50.69690332458377,152.09070997375133,2,1,slow,27.99799963485471,6.133799492278373,0.5,0,6.133799492278373,152.09070997375133,0.0,152.09070997375133
6,122.16275398402831,1.1967753721736134,177.12009479765325,8.67181395110157,delay,36.81287722161134,110.43863166483402,2,2,fast,467.71807014788754,1347.934894611246,0.5,0,494.98627339384205,54.95734081362494,18.1444635920136,36.81287722161134
7,162.3873712736271,40.22461728959879,216.28998206129322,2.1968612358691235,price,39.169887263639964,117.5096617909199,2,1,fast,138.58866911271116,258.15242082856304,0.5,0,138.00149978338447,53.902610787666106,14.732723524026142,39.169887263639964
8,180.7690143461724,18.38164307254529,243.86861638681262,2.7384665799954107,price,44.2564357813054,132.7693073439162,2,1,fast,184.39998692740178,363.5843110104538,0.5,0,194.92436928995613,63.09960204064021,18.843166259334808,44.2564357813054
9,205.3940155802642,24.625001234091805,212.3176494765059,10.17136828118997,delay,2.3078779654138906,6.923633896241672,2,1,slow,177.19873993482457,70.42283020280426,0.5,0,70.42283020280438,6.923633896241682,1.0658141036401503e-14,6.923633896241672
10,205.81000174024697,0.41598615998277244,229.6067622337802,1.8843517176117595,price,13.316780172486974,39.95034051746092,2,2,fast,60.017163441503925,160.07632006578132,0.5,0,51.499856595828454,23.796760493533213,10.47998032104624,13.316780172486974
11,275.8811512434132,70.07114950316624,279.5756543815467,9.698896304410711,delay,3.6945031381334896,11.083509414400469,0,0,fast,37.67985440214342,107.49780849923003,0.5,0,37.67985440214337,3.6945031381334843,-5.329070518200751e-15,3.6945031381334896
12,311.6097421105067,35.7285908670935,371.2656292602534,8.521478009632572,delay,59.655887149746675,178.96766144924004,0,0,fast,538.184274066562,1525.068991475066,0.5,0,538.1842740665619,59.65588714974666,-1.4210854715202004e-14,59.655887149746675
13,316.38349461548563,4.7737525049789395,345.67253036685685,1.2801557916052912,price,29.28903575137122,87.86710725411366,1,0,fast,52.13904662333791,112.4835862429569,0.5,0,52.139046623337904,29.289035751371216,-3.552713678800501e-15,29.28903575137122
14,320.3970743904789,4.013579774993267,357.72709440439587,1.5393612290402126,price,12.05456403753903,36.16369211261709,2,0,fast,47.67402896674274,55.66898553711009,0.5,0,63.49166750748847,37.330020013916965,25.275455976377934,12.05456403753903
15,324.44930284712405,4.052228456645141,330.3594287695545,3.0571222262189157,price,1.9700419741434865,5.91012592243046,3,0,slow,98.72134687937746,18.06797731721473,0.5,0,18.067977317214666,5.9101259224304385,-2.1316282072803006e-14,5.91012592243046
16,331.7043774363336,7.255074589209542,365.22832897326543,10.343618289568461,delay,11.17465051231061,33.52395153693183,3,0,slow,431.48219336188066,346.7589582560148,0.5,0,346.7589582560151,33.52395153693186,2.842170943040401e-14,33.52395153693183
17,346.5829340535507,14.87855661721709,369.5265207999198,8.236959844637266,delay,11.79942639552394,35.39827918657182,2,1,fast,226.64551227700466,291.5742042290512,0.5,0,194.8851159195563,22.943586746369135,11.144160350845196,11.79942639552394
18,357.8936753891574,11.310741335606734,408.762794318652,2.324083969394795,price,39.23627351873222,117.70882055619667,2,1,fast,145.66779060396308,273.5651829110252,0.5,0,137.84224060064187,50.86911892949462,11.6328454107624,39.23627351873222
19,364.7781352402362,6.88445985107883,401.712310028034,9.614917719583683,delay,30.446680767780595,91.34004230334179,3,1,fast,596.4132023880422,878.2269912499243,0.5,0,370.3423920092879,36.93417478779776,6.487494020017163,30.446680767780595
